L,sigma,W(0),W(-pi),Delta=W(-pi)-W(0),phi_min,aa_dist,ab_dist,delta_pref,exact_phase_pref,consistent,preferred
0.815,0.692917,-2.353575,-2.2170932,0.13648183,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.815,0.695833,-2.3834264,-2.2633322,0.12009421,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.815,0.69875,-2.4123579,-2.3100191,0.1023388,0.38656316,3.866e-01,2.755e+00,AA-like,degenerate,no,degenerate
0.815,0.701667,-2.440281,-2.3571364,0.083144637,-0.76085447,7.609e-01,2.381e+00,AA-like,degenerate,no,degenerate
0.815,0.704583,-2.4671033,-2.4046654,0.062437874,1.0124273,1.012e+00,2.129e+00,AA-like,degenerate,no,degenerate
0.815,0.7075,-2.4927279,-2.4525863,0.040141619,1.2271846,1.227e+00,1.914e+00,AA-like,degenerate,no,degenerate
0.815,0.710417,-2.5170534,-2.5008776,0.01617585,1.4235342,1.424e+00,1.718e+00,AA-like,degenerate,no,degenerate
0.815,0.713333,-2.5399738,-2.5495165,-0.0095426921,1.6076119,1.608e+00,1.534e+00,AB-like,degenerate,no,degenerate
0.815,0.71625,-2.5613783,-2.5984789,-0.03710062,-1.7916896,1.792e+00,1.350e+00,AB-like,degenerate,no,degenerate
0.815,0.719167,-2.5811508,-2.6477388,-0.066588009,-1.9819032,1.982e+00,1.160e+00,AB-like,degenerate,no,degenerate
0.815,0.722083,-2.5991704,-2.6972689,-0.098098519,-2.1843886,2.184e+00,9.572e-01,AB-like,degenerate,no,degenerate
0.815,0.725,-2.6153105,-2.74704,-0.13172951,-2.4175537,2.418e+00,7.240e-01,AB-like,degenerate,no,degenerate
0.815,0.727917,-2.6294391,-2.7970213,-0.16758218,-2.7366217,2.737e+00,4.050e-01,AB-like,degenerate,no,degenerate
0.815,0.730833,-2.6414186,-2.8471802,-0.20576167,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.73375,-2.651105,-2.8974823,-0.24637721,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.736667,-2.6583487,-2.947891,-0.28954227,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.739583,-2.6629933,-2.998368,-0.33537468,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.7425,-2.6648761,-3.0488728,-0.38399675,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.745417,-2.6638274,-3.0993629,-0.43553548,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.748333,-2.6596705,-3.1497932,-0.49012265,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.75125,-2.6522216,-3.2001166,-0.54789503,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.754167,-2.6412893,-3.2502837,-0.60899448,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.757083,-2.6266743,-3.3002424,-0.67356816,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.76,-2.6081694,-3.3499381,-0.7417687,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.762917,-2.5855593,-3.3993137,-0.81375434,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.765833,-2.55862,-3.4483091,-0.88968914,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.76875,-2.5271185,-3.4968616,-0.96974316,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.771667,-2.490813,-3.5449056,-1.0540926,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.774583,-2.4494522,-3.5923723,-1.1429201,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.7775,-2.402775,-3.6391899,-1.2364148,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.780417,-2.3505105,-3.6852832,-1.3347728,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.783333,-2.2923772,-3.730574,-1.4381968,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.78625,-2.2280833,-3.7749804,-1.5468971,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.789167,-2.1573257,-3.818417,-1.6610913,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.792083,-2.0797901,-3.8607947,-1.7810046,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.795,-1.9951507,-3.9020207,-1.9068701,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.797917,-1.9030693,-3.9419982,-2.0389289,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.800833,-1.8031955,-3.9806264,-2.1774308,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.80375,-1.6951663,-4.0178003,-2.322634,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.806667,-1.5786051,-4.0534106,-2.4748055,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.809583,-1.4531221,-4.0873437,-2.6342216,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.8125,-1.3183133,-4.1194812,-2.801168,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.815417,-1.1737602,-4.1497002,-2.9759399,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.818333,-1.0190299,-4.1778727,-3.1588428,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.82125,-0.85367361,-4.2038659,-3.3501923,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.824167,-0.67722727,-4.2275418,-3.5503146,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.827083,-0.48921037,-4.248757,-3.7595466,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.83,-0.28912581,-4.2673626,-3.9782368,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.832917,-0.07645925,-4.283204,-4.2067448,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.835833,0.14932129,-4.296121,-4.4454423,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.83875,0.38876599,-4.3059472,-4.6947132,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.841667,0.64244377,-4.3125101,-4.9549539,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.844583,0.91094282,-4.3156308,-5.2265736,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.8475,1.1948711,-4.3151238,-5.5099949,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.850417,1.4948571,-4.310797,-5.8056541,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.853333,1.8115501,-4.3024512,-6.1140013,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.85625,2.145621,-4.2898802,-6.4355012,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.859167,2.497763,-4.2728703,-6.7706333,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.862083,2.8686919,-4.2512004,-7.1198923,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.865,3.2591472,-4.2246414,-7.4837886,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.867917,3.6698923,-4.1929564,-7.8628487,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.870833,4.1017155,-4.1559002,-8.2576157,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.87375,4.5554305,-4.113219,-8.6686495,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.876667,5.0318771,-4.0646506,-9.0965277,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.879583,5.5319223,-4.0099234,-9.5418457,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.8825,6.0564602,-3.948757,-10.005217,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.885417,6.6064139,-3.8808614,-10.487275,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.888333,7.1827353,-3.8059367,-10.988672,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.89125,7.7864062,-3.7236732,-11.510079,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.894167,8.4184395,-3.6337509,-12.05219,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.897083,9.0798793,-3.5358393,-12.615719,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.815,0.9,9.7718026,-3.4295968,-13.201399,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.55,-0.7811478,-0.61270254,0.16844526,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.552917,-0.80410008,-0.63167889,0.17242119,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.555833,-0.82752056,-0.65111178,0.17640879,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.55875,-0.85141059,-0.6710079,0.1804027,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.561667,-0.87577109,-0.6913739,0.18439718,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.564583,-0.90060248,-0.7122164,0.18838609,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.5675,-0.92590474,-0.73354189,0.19236285,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.570417,-0.95167727,-0.75535682,0.19632045,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.573333,-0.97791897,-0.77766754,0.20025142,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.57625,-1.0046281,-0.80048031,0.2041478,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.579167,-1.0318024,-0.82380125,0.20800111,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.582083,-1.0594388,-0.8476364,0.21180235,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.585,-1.0875336,-0.87199164,0.21554198,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.587917,-1.1160826,-0.89687271,0.21920986,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.590833,-1.1450805,-0.9222852,0.22279526,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.59375,-1.1745213,-0.94823454,0.2262868,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.596667,-1.2043984,-0.97472597,0.22967246,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.599583,-1.234704,-1.0017645,0.23293952,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.6025,-1.2654296,-1.029355,0.23607455,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.605417,-1.2965655,-1.0575021,0.23906337,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.608333,-1.3281012,-1.0862102,0.24189103,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.61125,-1.3600251,-1.1154833,0.24454174,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.614167,-1.3923243,-1.1453254,0.2469989,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.617083,-1.4249849,-1.1757399,0.24924499,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.62,-1.4579918,-1.2067302,0.25126161,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.622917,-1.4913285,-1.2382991,0.25302937,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.625833,-1.5249773,-1.2704493,0.25452792,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.62875,-1.5589189,-1.303183,0.25573584,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.631667,-1.5931327,-1.336502,0.25663065,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.634583,-1.6275965,-1.3704078,0.25718876,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.6375,-1.6622867,-1.4049013,0.25738541,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.640417,-1.6971777,-1.4399831,0.25719461,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.643333,-1.7322425,-1.4756533,0.25658914,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.64625,-1.767452,-1.5119116,0.25554046,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.649167,-1.8027755,-1.5487568,0.25401867,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.652083,-1.8381802,-1.5861877,0.25199248,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.655,-1.8736312,-1.6242021,0.2494291,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.657917,-1.9090915,-1.6627973,0.24629426,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.660833,-1.9445221,-1.70197,0.2425521,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.66375,-1.9798815,-1.7417164,0.2381651,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.666667,-2.0151257,-1.7820316,0.23309408,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.669583,-2.0502085,-1.8229105,0.22729808,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.6725,-2.085081,-1.8643467,0.22073431,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.675417,-2.1196915,-1.9063334,0.21335809,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.678333,-2.1539857,-1.9488629,0.20512279,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.68125,-2.1879061,-1.9919264,0.19597974,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.684167,-2.2213926,-2.0355145,0.18587814,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.687083,-2.2543817,-2.0796167,0.17476505,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.69,-2.2868068,-2.1242215,0.16258522,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.692917,-2.3185977,-2.1693166,0.14928109,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.695833,-2.3496809,-2.2148883,0.13479266,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.69875,-2.3799794,-2.2609219,0.11905743,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.82,0.701667,-2.4094121,-2.3074018,0.10201029,-0.22089323,2.209e-01,2.921e+00,AA-like,degenerate,no,degenerate
0.82,0.704583,-2.4378943,-2.3543109,0.083583433,0.69335932,6.934e-01,2.448e+00,AA-like,degenerate,no,degenerate
0.82,0.7075,-2.4653372,-2.4016309,0.063706282,-0.96333993,9.633e-01,2.178e+00,AA-like,degenerate,no,degenerate
0.82,0.710417,-2.4916478,-2.4493424,0.042305371,-1.1903691,1.190e+00,1.951e+00,AA-like,degenerate,no,degenerate
0.82,0.713333,-2.5167286,-2.4974244,0.019304255,-1.3928546,1.393e+00,1.749e+00,AA-like,degenerate,no,degenerate
0.82,0.71625,-2.540478,-2.5458546,-0.0053765961,1.5830682,1.583e+00,1.559e+00,AB-like,degenerate,no,degenerate
0.82,0.719167,-2.5627894,-2.5946093,-0.031819897,1.7732818,1.773e+00,1.368e+00,AB-like,degenerate,no,degenerate
0.82,0.722083,-2.5835515,-2.6436632,-0.06011166,-1.9634954,1.963e+00,1.178e+00,AB-like,degenerate,no,degenerate
0.82,0.725,-2.6026481,-2.6929894,-0.090341306,-2.1721168,2.172e+00,9.695e-01,AB-like,degenerate,no,degenerate
0.82,0.727917,-2.6199578,-2.7425596,-0.12260178,-2.4052819,2.405e+00,7.363e-01,AB-like,degenerate,no,degenerate
0.82,0.730833,-2.6353539,-2.7923436,-0.15698966,2.7243499,2.724e+00,4.172e-01,AB-like,degenerate,no,degenerate
0.82,0.73375,-2.6487041,-2.8423093,-0.19360529,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.736667,-2.6598703,-2.8924233,-0.23255291,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.739583,-2.6687089,-2.9426497,-0.27394076,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.7425,-2.6750698,-2.9929511,-0.31788123,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.745417,-2.6787968,-3.0432878,-0.36449101,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.748333,-2.6797271,-3.0936183,-0.4138912,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.75125,-2.6776911,-3.1438985,-0.46620745,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.754167,-2.6725124,-3.1940825,-0.52157015,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.757083,-2.6640073,-3.2441218,-0.58011455,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.76,-2.6519847,-3.2939656,-0.64198091,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.762917,-2.6362458,-3.3435605,-0.70731469,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.765833,-2.6165839,-3.3928506,-0.77626666,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.76875,-2.5927842,-3.4417774,-0.84899315,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.771667,-2.5646233,-3.4902795,-0.92565616,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.774583,-2.5318692,-3.5382927,-1.0064235,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.7775,-2.4942808,-3.58575,-1.0914692,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.780417,-2.4516078,-3.6325811,-1.1809733,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.783333,-2.4035902,-3.6787127,-1.2751225,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.78625,-2.3499585,-3.7240684,-1.3741099,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.789167,-2.2904324,-3.768568,-1.4781356,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.792083,-2.2247216,-3.8121283,-1.5874067,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.795,-2.1525248,-3.8546624,-1.7021375,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.797917,-2.0735295,-3.8960794,-1.8225499,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.800833,-1.9874116,-3.936285,-1.9488734,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.80375,-1.8938354,-3.9751808,-2.0813454,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.806667,-1.7924526,-4.0126642,-2.2202117,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.809583,-1.6829026,-4.0486287,-2.3657262,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.8125,-1.5648117,-4.0829633,-2.5181516,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.815417,-1.4377928,-4.1155525,-2.6777597,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.818333,-1.3014451,-4.1462762,-2.8448311,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.82125,-1.1553535,-4.1750099,-3.0196564,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.824167,-0.99908833,-4.2016237,-3.2025354,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.827083,-0.83220493,-4.2259831,-3.3937781,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.83,-0.65424306,-4.2479481,-3.5937051,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.832917,-0.46472657,-4.2673737,-3.8026471,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.835833,-0.26316289,-4.284109,-4.0209461,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.83875,-0.049042551,-4.2979977,-4.2489552,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.841667,0.17816131,-4.3088777,-4.487039,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.844583,0.41899343,-4.3165806,-4.7355741,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.8475,0.67401696,-4.3209321,-4.9949491,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.850417,0.94381399,-4.3217514,-5.2655654,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.853333,1.2289861,-4.3188512,-5.5478373,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.85625,1.5301548,-4.3120373,-5.8421921,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.859167,1.8479624,-4.3011087,-6.1490711,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.862083,2.1830722,-4.2858572,-6.4689294,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.865,2.5361694,-4.2660673,-6.8022366,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.867917,2.9079614,-4.2415158,-7.1494772,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.870833,3.299179,-4.2119718,-7.5111508,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.87375,3.7105761,-4.1771964,-7.8877726,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.876667,4.1429314,-4.1369426,-8.279874,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.879583,4.5970484,-4.0909546,-8.688003,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.8825,5.0737562,-4.0389681,-9.1127243,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.885417,5.5739104,-3.98071,-9.5546203,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.888333,6.0983935,-3.9158977,-10.014291,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.89125,6.648116,-3.8442393,-10.492355,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.894167,7.224017,-3.7654332,-10.98945,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.897083,7.8270648,-3.6791679,-11.506233,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.82,0.9,8.4582581,-3.5851214,-12.043379,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
0.825,0.55,-0.75795616,-0.59723608,0.16072007,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.552917,-0.78031679,-0.61575519,0.1645616,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.555833,-0.80313996,-0.63472129,0.16841867,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.55875,-0.8264275,-0.65414106,0.17228644,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.561667,-0.85018083,-0.67402112,0.17615972,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.564583,-0.87440097,-0.69436802,0.18003295,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.5675,-0.89908847,-0.71518828,0.1839002,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.570417,-0.92424342,-0.73648831,0.18775511,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.573333,-0.94986537,-0.75827448,0.19159089,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.57625,-0.97595339,-0.78055305,0.19540034,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.579167,-1.0025059,-0.80333017,0.19917576,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.582083,-1.0295209,-0.82661191,0.20290898,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.585,-1.0569955,-0.8504042,0.20659131,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.587917,-1.0849264,-0.87471284,0.21021354,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.590833,-1.1133094,-0.8995435,0.2137659,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.59375,-1.1421397,-0.92490169,0.21723803,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
0.825,0.596667,-1.1714117,-0.95079276,0.22061899,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
