L,sigma,W(0),W(-pi),Delta=W(-pi)-W(0),phi_min,aa_dist,ab_dist,delta_pref,exact_phase_pref,consistent,preferred
1.05,0.725,-1.0820967,-1.0148862,0.067210584,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.727917,-1.1060035,-1.0380865,0.06791697,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.730833,-1.1302725,-1.0616806,0.068591913,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.73375,-1.1549042,-1.0856714,0.069232855,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.736667,-1.1798988,-1.1100617,0.069837128,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.739583,-1.2052561,-1.1348542,0.070401945,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.7425,-1.230976,-1.1600516,0.070924396,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.745417,-1.2570579,-1.1856565,0.071401447,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.748333,-1.2835011,-1.2116711,0.071829932,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.75125,-1.3103044,-1.2380978,0.072206552,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.754167,-1.3374665,-1.2649387,0.072527868,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.757083,-1.3649859,-1.2921956,0.072790295,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.76,-1.3928606,-1.3198705,0.072990104,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.762917,-1.4210884,-1.347965,0.073123409,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.765833,-1.4496667,-1.3764805,0.073186165,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.76875,-1.4785926,-1.4054184,0.073174167,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.771667,-1.5078628,-1.4347798,0.073083037,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.774583,-1.5374738,-1.4645656,0.072908225,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.7775,-1.5674215,-1.4947765,0.072644999,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.780417,-1.5977015,-1.525413,0.072288441,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.783333,-1.628309,-1.5564755,0.071833444,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.78625,-1.6592387,-1.587964,0.0712747,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.789167,-1.690485,-1.6198783,0.070606697,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.792083,-1.7220417,-1.652218,0.069823713,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.795,-1.7539022,-1.6849824,0.068919809,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.797917,-1.7860593,-1.7181705,0.067888823,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.800833,-1.8185056,-1.7517812,0.066724358,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.80375,-1.8512327,-1.7858129,0.065419784,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.806667,-1.8842319,-1.8202637,0.063968221,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.809583,-1.9174941,-1.8551316,0.06236254,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.8125,-1.9510094,-1.890414,0.060595348,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.815417,-1.9847672,-1.9261082,0.058658986,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.818333,-2.0187565,-1.962211,0.056545516,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.82125,-2.0529655,-1.9987188,0.054246716,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.824167,-2.0873819,-2.0356278,0.051754072,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.827083,-2.1219925,-2.0729337,0.049058766,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.83,-2.1567834,-2.1106318,0.046151668,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.832917,-2.1917402,-2.1487169,0.043023331,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.835833,-2.2268475,-2.1871835,0.039663973,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.83875,-2.2620891,-2.2260257,0.036063477,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.841667,-2.2974482,-2.2652368,0.032211375,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.844583,-2.3329069,-2.3048101,0.028096838,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.8475,-2.3684467,-2.344738,0.023708669,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.850417,-2.4040479,-2.3850126,0.01903529,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.853333,-2.4396901,-2.4256254,0.014064731,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.05,0.85625,-2.4753519,-2.4665673,0.0087846179,0.49700978,4.970e-01,2.645e+00,AA-like,degenerate,no,degenerate
1.05,0.859167,-2.5110109,-2.5078287,0.003182165,1.2517283,1.252e+00,1.890e+00,AA-like,degenerate,no,degenerate
1.05,0.862083,-2.5466436,-2.5493995,-0.0027558412,1.8223692,1.822e+00,1.319e+00,AB-like,degenerate,no,degenerate
1.05,0.865,-2.5822257,-2.5912687,-0.0090430517,2.4973207,2.497e+00,6.443e-01,AB-like,degenerate,no,degenerate
1.05,0.867917,-2.6177315,-2.6334251,-0.015693568,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.870833,-2.6531345,-2.6758565,-0.022721954,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.87375,-2.6884068,-2.7185501,-0.030143251,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.876667,-2.7235196,-2.7614925,-0.037972987,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.879583,-2.7584425,-2.8046697,-0.046227196,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.8825,-2.7931442,-2.8480666,-0.054922425,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.885417,-2.827592,-2.8916678,-0.064075754,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.888333,-2.8617519,-2.9354567,-0.073704807,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.89125,-2.8955885,-2.9794163,-0.083827771,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.894167,-2.929065,-3.0235284,-0.094463404,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.897083,-2.9621431,-3.0677741,-0.10563106,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.05,0.9,-2.9947831,-3.1121338,-0.11735069,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.55,-0.21622407,-0.19851706,0.017707007,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.552917,-0.22308235,-0.20484652,0.018235837,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.555833,-0.23011656,-0.21134049,0.018776064,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.55875,-0.23732999,-0.21800222,0.019327768,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.561667,-0.24472598,-0.22483496,0.019891023,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.564583,-0.25230789,-0.231842,0.020465893,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.5675,-0.26007911,-0.23902668,0.021052434,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.570417,-0.26804306,-0.24639236,0.021650695,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.573333,-0.27620317,-0.25394246,0.022260713,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.57625,-0.28456292,-0.2616804,0.022882516,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.579167,-0.29312578,-0.26960966,0.023516121,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.582083,-0.30189528,-0.27773375,0.024161534,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.585,-0.31087494,-0.28605619,0.024818749,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.587917,-0.32006831,-0.29458057,0.025487747,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.590833,-0.32947897,-0.30331047,0.026168497,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.59375,-0.3391105,-0.31224955,0.026860951,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.596667,-0.34896649,-0.32140144,0.027565049,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.599583,-0.35905058,-0.33076986,0.028280714,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.6025,-0.36936638,-0.34035852,0.029007853,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.605417,-0.37991753,-0.35017117,0.029746355,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.608333,-0.39070768,-0.36021158,0.030496092,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.61125,-0.40174048,-0.37048356,0.031256915,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.614167,-0.41301959,-0.38099093,0.032028659,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.617083,-0.42454867,-0.39173754,0.032811133,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.62,-0.43633139,-0.40272727,0.033604127,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.622917,-0.4483714,-0.413964,0.034407407,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.625833,-0.46067236,-0.42545165,0.035220716,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.62875,-0.47323792,-0.43719415,0.036043769,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.631667,-0.48607171,-0.44919545,0.036876259,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.634583,-0.49917737,-0.46145952,0.037717847,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.6375,-0.51255851,-0.47399034,0.038568167,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.640417,-0.52621873,-0.4867919,0.039426824,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.643333,-0.5401616,-0.49986821,0.040293389,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.64625,-0.55439067,-0.51322327,0.041167403,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.649167,-0.56890948,-0.52686111,0.042048371,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.652083,-0.58372152,-0.54078575,0.042935761,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.655,-0.59883024,-0.55500123,0.043829007,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.657917,-0.61423908,-0.56951158,0.044727502,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.660833,-0.62995143,-0.58432083,0.0456306,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.66375,-0.64597061,-0.599433,0.04653761,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.666667,-0.66229993,-0.61485213,0.0474478,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.669583,-0.67894262,-0.63058222,0.048360392,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.6725,-0.69590185,-0.64662729,0.04927456,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.675417,-0.71318076,-0.66299133,0.050189428,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.678333,-0.73078238,-0.67967831,0.05110407,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.68125,-0.74870971,-0.6966922,0.052017507,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.684167,-0.76696565,-0.71403694,0.052928702,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.687083,-0.78555301,-0.73171645,0.053836563,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.69,-0.80447454,-0.7497346,0.054739937,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.692917,-0.82373288,-0.76809527,0.055637609,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.695833,-0.84333058,-0.78680228,0.056528301,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.69875,-0.86327007,-0.8058594,0.057410666,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.701667,-0.88355369,-0.8252704,0.058283289,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.704583,-0.90418366,-0.84503897,0.059144683,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.7075,-0.92516206,-0.86516877,0.059993285,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.710417,-0.94649086,-0.8856634,0.060827456,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.713333,-0.96817188,-0.9065264,0.061645478,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.71625,-0.99020681,-0.92776126,0.062445546,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.719167,-1.0125972,-0.9493714,0.063225773,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.722083,-1.0353444,-0.97136017,0.063984181,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.725,-1.0584495,-0.99373085,0.064718699,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.727917,-1.0819138,-1.0164866,0.065427163,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.730833,-1.1057379,-1.0396306,0.066107306,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.73375,-1.1299226,-1.0631658,0.066756763,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.736667,-1.1544683,-1.0870952,0.06737306,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.739583,-1.1793752,-1.1114216,0.067953615,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.7425,-1.2046434,-1.1361476,0.06849573,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.745417,-1.2302726,-1.161276,0.068996594,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.748333,-1.2562625,-1.1868092,0.06945327,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.75125,-1.2826123,-1.2127496,0.0698627,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.754167,-1.3093211,-1.2390994,0.070221692,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.757083,-1.3363876,-1.2658607,0.070526925,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.76,-1.3638104,-1.2930355,0.070774934,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.762917,-1.3915876,-1.3206255,0.070962117,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.765833,-1.4197171,-1.3486324,0.071084719,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.76875,-1.4481966,-1.3770577,0.071138836,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.771667,-1.4770231,-1.4059027,0.071120405,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.774583,-1.5061938,-1.4351686,0.071025202,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.7775,-1.535705,-1.4648561,0.070848832,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.780417,-1.5655529,-1.4949662,0.070586729,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.783333,-1.5957334,-1.5254992,0.070234149,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.78625,-1.6262418,-1.5564556,0.069786162,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.789167,-1.657073,-1.5878354,0.069237649,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.792083,-1.6882217,-1.6196384,0.068583293,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.795,-1.7196819,-1.6518643,0.067817576,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.797917,-1.7514472,-1.6845124,0.06693477,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.800833,-1.7835107,-1.7175818,0.065928935,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.80375,-1.8158652,-1.7510713,0.064793905,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.806667,-1.8485028,-1.7849795,0.063523287,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.809583,-1.881415,-1.8193045,0.062110453,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.8125,-1.9145929,-1.8540444,0.060548532,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.815417,-1.948027,-1.8891966,0.058830402,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.818333,-1.9817072,-1.9247585,0.056948684,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.82125,-2.0156228,-1.960727,0.054895733,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.824167,-2.0497624,-1.9970987,0.05266363,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.827083,-2.0841139,-2.0338698,0.050244175,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.83,-2.1186649,-2.071036,0.047628878,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.832917,-2.1534018,-2.1085928,0.04480895,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.835833,-2.1883105,-2.1465352,0.041775295,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.83875,-2.2233763,-2.1848578,0.038518502,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.841667,-2.2585836,-2.2235547,0.03502883,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.844583,-2.2939159,-2.2626197,0.031296209,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.8475,-2.329356,-2.3020458,0.027310218,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.850417,-2.364886,-2.3418259,0.023060086,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.853333,-2.4004868,-2.3819521,0.018534674,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.85625,-2.4361386,-2.4224162,0.013722471,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.055,0.859167,-2.4718208,-2.4632093,0.0086115754,0.4233787,4.234e-01,2.718e+00,AA-like,degenerate,no,degenerate
1.055,0.862083,-2.5075116,-2.5043219,0.0031896925,-1.2333206,1.233e+00,1.908e+00,AA-like,degenerate,no,degenerate
1.055,0.865,-2.5431884,-2.5457443,-0.0025558826,-1.8162333,1.816e+00,1.325e+00,AB-like,degenerate,no,degenerate
1.055,0.867917,-2.5788274,-2.5874657,-0.0086382739,-2.5095926,2.510e+00,6.320e-01,AB-like,degenerate,no,degenerate
1.055,0.870833,-2.6144039,-2.629475,-0.015071037,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.87375,-2.6498921,-2.6717603,-0.021868172,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.876667,-2.6852652,-2.7143093,-0.029044132,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.879583,-2.7204949,-2.7571088,-0.036613843,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.8825,-2.7555522,-2.8001449,-0.044592708,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.885417,-2.7904064,-2.8434031,-0.052996629,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.888333,-2.8250261,-2.8868681,-0.061842012,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.89125,-2.8593781,-2.9305239,-0.071145788,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.894167,-2.8934282,-2.9743537,-0.080925424,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.897083,-2.9271408,-3.0183397,-0.091198937,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.055,0.9,-2.9604787,-3.0624636,-0.10198491,-3.1415927,3.142e+00,0.000e+00,AB-like,AB-like,yes,AB-like
1.06,0.55,-0.21104259,-0.19415787,0.016884723,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.552917,-0.21773991,-0.20035005,0.017389869,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.555833,-0.22460926,-0.20670329,0.017905963,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.55875,-0.23165386,-0.21322077,0.018433087,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.561667,-0.238877,-0.21990568,0.018971315,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.564583,-0.24628197,-0.22676126,0.019520715,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.5675,-0.25387212,-0.23379077,0.020081347,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.570417,-0.2616508,-0.24099753,0.020653263,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.573333,-0.26962138,-0.24838488,0.021236504,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.57625,-0.27778729,-0.25595618,0.021831104,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.579167,-0.28615194,-0.26371485,0.022437088,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.582083,-0.2947188,-0.27166434,0.023054467,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.585,-0.30349135,-0.27980811,0.023683245,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.587917,-0.31247309,-0.28814967,0.024323411,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.590833,-0.32166752,-0.29669257,0.024974943,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.59375,-0.33107819,-0.30544038,0.025637806,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.596667,-0.34070864,-0.31439669,0.026311953,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.599583,-0.35056245,-0.32356514,0.026997318,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.6025,-0.3606432,-0.33294938,0.027693824,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.605417,-0.37095448,-0.34255311,0.028401377,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.608333,-0.38149989,-0.35238003,0.029119865,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.61125,-0.39228305,-0.36243389,0.029849159,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.614167,-0.40330757,-0.37271846,0.030589113,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.617083,-0.41457708,-0.38323752,0.031339558,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.62,-0.4260952,-0.3939949,0.032100307,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.622917,-0.43786557,-0.40499441,0.032871153,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.625833,-0.4498918,-0.41623993,0.033651863,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.62875,-0.46217752,-0.42773533,0.034442184,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.631667,-0.47472634,-0.4394845,0.035241836,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.634583,-0.48754187,-0.45149136,0.036050515,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.6375,-0.50062772,-0.46375983,0.036867889,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.640417,-0.51398745,-0.47629385,0.037693599,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.643333,-0.52762463,-0.48909737,0.038527257,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.64625,-0.54154281,-0.50217437,0.039368444,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.649167,-0.55574552,-0.51552881,0.040216708,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.652083,-0.57023624,-0.52916468,0.041071565,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
1.06,0.655,-0.58501845,-0.54308596,0.041932498,0,0.000e+00,3.142e+00,AA-like,AA-like,yes,AA-like
